Name,Street Address,City,State,Zipcode,Latitude,Longitude,Category
Algonquin Commons Theatre,1385 Woodroffe Ave,Ottawa,ON,K2G 1V8,45.34974747,-75.75613051,theatre/performance and concert hall
Jerry Mclaughlin,406 Buchanan Avenue,New Westminster,BC,,49.22821217,-122.8960336,artist
Douglas Udell Gallery Ltd,10332 124 Street Nw,Edmonton,AB,,53.54672367,-113.5351636,gallery
Rosemount Temporary Location,1207 Wellington,Ottawa,ON,K1Y 2Z8,45.400271,-75.730491,library or archives
Cinehaus Theatre Concepts Inc.,1573 Mountain Ave,Kelowna,BC,,49.89615847,-119.4637006,theatre/performance and concert hall
Biblioth¨¨que Publique De Saint-Andre,74 Rue Principale,Saint Andr¨¦ du Lac Saint Jean,QC,G0W 2K0,48.3150822,-71.9892883,library or archives
Mus¨¦e Des Pompiers Auxiliaires De Mont-Royal,5100 Boulevard Saint-Laurent,Montr¨¦al,QC,H2T 1R9,45.523046,-73.5930012,museum
Paula Timm Artist Studio,1721 29 Av Sw,Calgary,AB,,51.02726171,-114.1008779,artist
Sooke Branch,2065 Anna Marie Road,Sooke,BC,V9Z 0A4,48.379663,-123.7192,library or archives
J¨¨-St': Festival D'Art Performatif Et D'Intervention,140 Botsford St,Moncton,NB,E1C 4X5,46.09320164,-64.77819591,festival site
Th¨¦atre D'¨¦t¨¦ De L'Auberge De La Pointe,10 Boul Cartier,Rivi¨¨re du Loup,QC,G5R 6A1,47.860053,-69.549865,theatre/performance and concert hall
Kinsman Robinson Galleries (Ontario Craft Council),108 Cumberland St,Toronto,ON,M5R 1A6,43.67043069,-79.39144789,gallery
Biblioth¨¨que Gabrielle-Roy,3505 Boul Dagenais,Laval,QC,H7P 4V9,45.5776858,-73.8105818,library or archives
Minto Museum And Information Centre,187 Main Street,Minto,NB,E4B 3N4,46.0725513,-66.0653812,museum
Archives of Ontario,134 Boulevard Ian,Toronto,ON,M7A 2C5,43.7758595,-79.5073318,library or archives
Lillooet Public Library,930 Main Street,Lillooet,BC,V0K 1V0,50.691476,-121.937524,library or archives
Gallery Recording Studio,2 Monk St,Ottawa,ON,K1S 3Y6,45.40099573,-75.688569,gallery
Greater Madawaska Twp,4984 Calabogie Road,Greater Madawaska,ON,K0J 1H0,45.236734,-76.8705192,library or archives
Biblioth¨¨que De La Pocatiere,900 6Eavenue Avenue,La Pocati¨¨re,QC,G0R 1Z0,47.3698197,-70.0320616,library or archives
Patrick Gordon Framing,160 Elm St,Ottawa,ON,K1R 6N5,45.4101239,-75.7136173,gallery
Th¨¦atre D'¨¦t¨¦ La Roche ¨¤ Veillon,547 De Gasp¨¦ Av E,Saint Jean Port Joli,QC,G0R 3G0,47.24281,-70.234865,theatre/performance and concert hall
Pacific Theatre,1440 12Th Av W,Vancouver,BC,V6H 1M8,49.2607195,-123.1372216,theatre/performance and concert hall
Clarington Museums And Archives,62 Temperance St,Clarington,ON,L1C 3A8,43.9141932,-78.6884533,museum
Biblioth¨¨que De Notre-Dame-De-Ham,25 Rue De-L'¨¦glise,Notre Dame de Ham,QC,G0P 1C0,45.9068695,-71.7371469,library or archives
Biblioth¨¨que De Ferme-Neuve,144 Rue 12E,Ferme Neuve,QC,J0W 1C0,46.7011804,-75.4517012,library or archives
Heritage Services Inc (Inc No Bc0973573),6540 Dogwood Dr,Chilliwack,BC,V2R 0W7,49.12164039,-121.9611416,heritage or historic site
Centre D'Interpr¨¦tation Des Mammif¨¨res Marins,108 Rue De-La-Cale S¨¨che,Tadoussac,QC,G0T 2A0,48.139151,-69.719229,art or cultural centre
Okanagan Science Centre,2704 Hwy 6,Vernon,BC,V1T 5G5,50.2568714,-119.2637588,museum
Angus Glen Community Centre And Library,3990 Major Dr E,Markham,ON,,43.8945297,-79.3367119,library or archives
Art Gallery of Nova Scotia,1723 Hollis St,Halifax,NS,B3J 3C8,44.648093,-63.57270649,gallery
Festival Chasse-Galerie,260 Rue Notre Dame,L'¨¦piphanie,QC,J5X 3L5,45.84654,-73.493794,gallery
Ukrainian Museum of Canada-Alberta Branch,10611 110 Ave Nw,Edmonton,AB,T5H 1H7,53.5563838,-113.503555,museum
Biblioth¨¨que De Tingwick,1266 Rue Saint-Joseph,Tingwick,QC,J0A 1L0,45.8791847,-71.9410823,library or archives
Esquimalt Municipal Archives,1149 Esquimalt Road,Victoria,BC,V9A 3N6,48.4283388,-123.3766638,library or archives
Agnes Etherington Art Centre (Gallery),36 University Ave,Kingston,ON,,44.22547268,-76.49603868,gallery
Bibliotheque Yves-Theriault,670 Publique Place,Laval,QC,H7X 1G1,45.5285736,-73.8208456,library or archives
Kinistino & District Pioneer Museum,510 Main Street,Kinistino,SK,S0J 1H0,52.9526263,-105.0286974,museum
"Singhal Family Theatre, Richcraft Hall, Carleton University",43 Campus Ave,Ottawa,ON,K1S 5B6,45.38544333,-75.69641564,theatre/performance and concert hall
The Ironworks Studio,235 Alexander St,Vancouver,BC,V6A 1C2,49.284153,-123.099046,theatre/performance and concert hall
Long Branch,3500 Lake Blvd West,Toronto,ON,M8W 1N6,43.59526296,-79.5315037,library or archives
Place Des Arts,175 Rue Ste-Catherine O,Montr¨¦al,QC,H2X 1Z8,45.507727,-73.565776,theatre/performance and concert hall
Festival Arm¨¦nien Moncton Armenian Festival,625 Ammon Rd,Moncton,NB,,46.18692012,-64.81008438,festival site
Port Hardy Branch,7110 Market,Port Hardy,BC,V0N 2P0,50.721093,-127.492257,library or archives
Manotick,5499 South-River,Ottawa,ON,K4M 1J3,45.230301,-75.679604,library or archives
Agassiz Library,7140 Cheam Ave,Squawkum Creek 3,BC,V0M 1A0,49.243554,-121.992562,library or archives
St. Ann's Academy,835 Humboldt Street,Victoria,BC,V8W 9E6,48.41902955,-123.3637628,heritage or historic site
Pauline Johnson Library,23 Main St,Coldwell,MB,R0C 1Y0,50.69556,-98.032464,library or archives
Festival Des Musiques De Cr¨¦ation Du Saguenay-Lac-Saint-Jean,4160 Rue Du-Vieux,Saguenay,QC,G7X 7W7,48.410201,-71.268862,festival site
Biblioth¨¨que De Saint-Germain,506 Rue De-La-Fabrique,Saint Germain,QC,G0L 3G0,47.5881101,-69.7964949,library or archives
Biblioth¨¨que De Longue-Rive,3 Rue De-L'¨¦glise,Longue Rive,QC,G0T 1Z0,48.566527,-69.234746,library or archives
Maryfield Branch Library,201 Barrows Street,Maryfield,SK,S0G 3K0,49.8355516,-101.5220722,library or archives
Lewis Bradley the Anchorage,1610 Orr,Mississauga,ON,,43.51140759,-79.61110452,heritage or historic site
Gallery &#38; Stone Sculpture Garden Marc C?t¨¦,44 Ch Du-Vieux,Cap Saint Ignace,QC,G0R 1H0,47.0195764,-70.4806993,gallery
Muskoka Heritage Place,88 Brunel Rd,Huntsville,ON,P1H 1R1,45.30144688,-79.2035263,museum
Doctor Vigari Gallery,1816 Commercial Dr,Vancouver,BC,V5N 4A3,49.2683622,-123.0692806,gallery
Forest Lawn Library,4807 8 Av Se,Calgary,AB,T2A 4M1,51.045105,-113.9652023,library or archives
Biblioth¨¨que De Compton,29 Chemin Hatley,Compton,QC,J0B 1L0,45.2405424,-71.8287098,library or archives
Cabaret Des Amants,200 18E Rue O,Saint Georges,QC,G5Y 3N5,46.1177,-70.672678,theatre/performance and concert hall
Biblioth¨¨que De Saint-Claude,295 De-L'¨¦glise Route,Saint Claude,QC,J0B 2N0,45.6592128,-71.9762456,library or archives
73 Highfield Street,73 Highfield St,Moncton,NB,E1C 5N4,46.08895397,-64.78482417,heritage or historic site
Biod?me De Montr¨¦al,4777 Pierre Avenue,Montr¨¦al,QC,H1V 1B3,45.5596023,-73.5497097,museum
Olde Gaol Museum,50 Victoria Ave N,Kawartha Lakes,ON,K9V 4G3,44.3591681,-78.7429248,museum
Dre. Marguerite Michaud Library,715 Priestman St,Fredericton,NB,E3B 5W7,45.9421603,-66.65271425,library or archives
Mattawa & District Museum,285 First Street,Mattawa,ON,P0H 1V0,46.3188557,-78.7079937,museum
Wagner Rosenbaum Gallery,169 King St E,Toronto,ON,M5A 1J4,43.65039629,-79.37133082,gallery
Fort Nelson Public Library,5315 50Th Avenue S,Northern Rockies,BC,V0C 1R0,58.80442,-122.706149,library or archives
Patrick Mikhail Gallery,2401 Bank Street,Ottawa,ON,K1V 8R9,45.3549055,-75.64910608,gallery
Eastern Townships Resource Centre,2600 College,Sherbrooke,QC,J1M 1Z7,45.3656163,-71.84779032,library or archives
Biblioth¨¨que Publique De Saint-Charles,362 Rue Principale,Saint Charles de Bourget,QC,G0V 1G0,48.492075,-71.4079831,library or archives
Niagara Historical Society And Museum,43 Castlereagh St,Niagara on the Lake,ON,,43.25214528,-79.0716989,museum
Artstarts In Schools,808 Richards St,Vancouver,BC,V6B 3A7,49.2799985,-123.1179808,museum
Carleton University Art Gallery,1125 Colonel Dr,Ottawa,ON,K1S 5B6,45.38123651,-75.6995548,gallery
Sturgis Station House Museum Incorporated,306 Railway Avenue South,Sturgis,SK,S0A 4A0,51.9326659,-102.5341108,museum
Lanta Meng,906 Surrey Street,New Westminster,BC,,49.23180735,-122.9003687,artist
Leaside,165 Mcrae Dr,Toronto,ON,M4G 1S8,43.70649259,-79.36756296,library or archives
Sardis Library,5819 Tyson Road,Chilliwack,BC,V2R 3R6,49.10726,-121.977412,library or archives
Thorold And Beaverdams Historical Society Museum,2 Vine St,Thorold,ON,,43.12606872,-79.19853912,museum
Surrey Museum & Archives,17710 56A Avenue,Surrey,BC,V3S 5H8,49.1049308,-122.7318198,museum
Centre Culturel St-John,593 Rue Shefford,Bromont,QC,J2L 1C2,45.319097,-72.6525,theatre/performance and concert hall
Bearga Gallery,9234 Glover Rd,Langley,BC,,49.17032581,-122.5773185,gallery
York Pioneer And Historical Society,2482 Yonge Street,Toronto,ON,M4P 3E3,43.71163,-79.399609,heritage or historic site
91 Steadman Street,91 Steadman St,Moncton,NB,E1C 4P5,46.0928285,-64.77292773,heritage or historic site
Biblioth¨¨que De Hope Town,224 132 Route,Hope Town,QC,G0C 2K0,48.0499412,-65.1609942,library or archives
Ojibway Nature Centre,5200 Matchette Road,Windsor,ON,N9C 4E8,42.2840262,-83.068267,museum
Castle Downs,106 15379 Rd,Edmonton,AB,T5X 3Y7,53.6157356,-113.5166333,library or archives
Cyril Clark Branch,20 Loafers Lane,Brampton,ON,,43.72575269,-79.80012253,library or archives
Lac La Biche Regional Museum And Discovery Centre,10307 100 St,Lac la Biche County,AB,T0A 2C0,54.7601027,-111.9718361,museum
Copper Cliff Museum,38 Balsam Street,Greater Sudbury / Grand Sudbury,ON,P3A 3B7,46.4683736,-81.059924,museum
Biblioth¨¨que De Notre-Dame-Du-Bon-Conseil,541 Rue Notre-Dame,Notre Dame du Bon Conseil,QC,J0C 1A0,46.0005732,-72.3442634,library or archives
Petroff Gallery,1016 Eglinton Ave W,Toronto,ON,M6C 2C5,43.70029617,-79.42992372,gallery
Biblioth¨¨que Et Archives Nationales Du Qu¨¦bec Gatineau,855 Boulevard De-La-Gappe,Gatineau,QC,J8T 8H9,45.48454715,-75.68195104,library or archives
Champlain Heights,7110 Kerr St,Vancouver,BC,,49.2191,-123.0402,library or archives
Biblioth¨¨que Municipale De Saint-¨¦tienne-De-Beauharnois,430 Rue De-L'¨¦glise,Saint ¨¦tienne de Beauharnois,QC,J0S 1S0,45.2480624,-73.9168013,library or archives
Morningside,4279 Lawrence Ave East,Toronto,ON,M1E 2S8,43.76988519,-79.17854074,library or archives
Amesbury Park,1565 Lawrence Ave W,Toronto,ON,M6L 1A8,43.70645556,-79.48572593,library or archives
Biblioth¨¨que Du Lac (Saint-Faustin-Lac-Carre),64 Rue De-La-Culture,Saint Faustin  Lac Carr¨¦,QC,J0T 1J1,46.1317214,-74.4749963,library or archives
Moncton Public Library,644 Main St,Moncton,NB,E1C 1E2,46.088594,-64.77437841,library or archives
Canadian Military Studies Museum,11639 22Nd Road,Halton Hills,ON,L0P 1H0,43.6576443,-79.9498959,museum
Biblioth¨¨que Et Archives Nationales Du Qu¨¦bec Saguenay,930 Rue Jacques Est,Saguenay,QC,G7H 7K9,48.4233966,-71.0386988,library or archives
Kismet Theatre Academy,55 Victoria Road,Nanaimo,BC,,49.1606947,-123.93461,theatre/performance and concert hall
New Waterford Public Library,3390 Plummer Avenue,Cape Breton,NS,B1H 4K4,46.248876,-60.086156,library or archives
Yale Library,65050 Albert Street,Fraser Valley B,BC,V0K 2S0,49.56175,-121.431384,library or archives
Biblioth¨¨que De Saint-Alexis-De-Matap¨¦dia,190 Rue Principale,Saint Alexis de Matap¨¦dia,QC,G0J 2E0,47.9687941,-67.0522245,library or archives
Guild Festival Theatre,201 Guildwood Parkway,Toronto,ON,,43.74922976,-79.19081587,theatre/performance and concert hall
Galerie Michel-Ange,430 Rue Bonsecours,Montr¨¦al,QC,H2Y 3C4,45.5100278,-73.5520776,gallery
Monument-National,1182 Boul St-Laurent,Montr¨¦al,QC,H2X 2S5,45.509197,-73.562511,theatre/performance and concert hall
Lieu Historique National Des Forts-De-L¨¦vis,41 Chemin Du Gouvernement,L¨¦vis,QC,G6V 7E1,46.8189549,-71.1594061,heritage or historic site
Royal Ontario Museum,100 Queen'S Park,Toronto,ON,M5S 2C6,43.66779539,-79.39421229,museum
Administrative Centre,34589 Delair Rd,Abbotsford,BC,V2S 5Y1,49.036617,-122.266378,library or archives
University of New Brunswick: Archives And Special Collections,5 Mccauley Drive,Fredericton,NB,E3B 5H5,45.94553025,-66.64018313,library or archives
Main-¨¤-Dieu Fishermen's Museum,2886 Louis Road,Cape Breton,NS,B1C 1X5,46.005145,-59.846282,museum
Bibliotheque Paul-O. Trepanier,11 Rue Dufferin,Granby,QC,J2G 4W5,45.3990952,-72.7224445,library or archives
Gardiner Museum of Ceramic Art,111 Queen'S Park,Toronto,ON,M5S 2C7,43.66799378,-79.39351276,museum
Noor Cultural Centre,123 Wynford Dr,Toronto,ON,M3C 1K1,43.72632845,-79.32909962,art or cultural centre
North Norfolk Macgregor & District Archives Inc.,75 Hampton Street East,North Norfolk,MB,R0H 0R0,49.966191,-98.7783097,library or archives
Heritage Mississauga,1921 Dundas St W,Mississauga,ON,L5K 1R2,43.54019727,-79.66329535,heritage or historic site
R.M. of Argyle Public Library,627 Elizabeth Ave,Argyle,MB,R0K 0B0,49.385026,-99.236927,library or archives
Artist In Residence,23740 Fern Cres,Maple Ridge,BC,,49.23767967,-122.5644971,artist
Salon Des Artistes Et Artisans De Beauce,250 Rue Saint-Georges,Saint Georges,QC,G5Y 4S9,46.11695,-70.67406,artist
Galerie Art Et Style Inc.,37 Rue Ambroise Fafard,Baie Saint Paul,QC,G3Z 2J2,47.43923,-70.506462,gallery
Dominion Heritage School House Museum,6715 Seaside Drive,Cape Breton,NS,B1G 1V1,46.21351125,-60.0368547,museum
Thorndale Library,21790 Fairview Road,Thames Centre,ON,,43.10512078,-81.13966379,library or archives
David Scott Gallery,11 Strickland Ave,Toronto,ON,M6K 3E6,43.64314688,-79.43079271,gallery
The Rialto Theatre,5723 Av Du-Parc,Montr¨¦al,QC,H2V 4H2,45.5235077,-73.6050886,theatre/performance and concert hall
Riverview Public Library,34 Honour House Crt,Riverview,NB,E1B 3Y9,46.0613596,-64.8047099,library or archives
Biblioth¨¨que De Clericy,8002 Rue Du-Souvenir,Rouyn Noranda,QC,J0Z 1P0,48.3649196,-78.8671795,library or archives
Ontario Crafts Council Gallery,990 Queen St W,Toronto,ON,M6J 1H1,43.64446556,-79.41832538,gallery
Tahsis Museum Heritage Society,977 Maquinna Drive South,Tahsis,BC,V0P 1X0,49.9217951,-126.6630363,museum
Applewood the Shaver Homestead,450 The West Mall,Toronto,ON,M9C 1E9,43.6470578,-79.5680184,heritage or historic site
Avalon Theatre,738 Bank St,Ottawa,ON,K1S 3V4,45.40390515,-75.6892006,theatre/performance and concert hall
Jewish Heritage Centre of Western Canada Inc.,123 Doncaster St,Winnipeg,MB,R3N 2B2,49.87072485,-97.2095854,library or archives
Festival Des Traditions Du Monde De Sherbrooke,1671 Ch Duplessis,Sherbrooke,QC,J1H 0C2,45.429982,-71.850162,festival site
Art Gallery of Windsor,401 Riverside Dr W,Windsor,ON,N9A 7J1,42.3083077,-83.0719409,gallery
Maritime Museum of the Atlantic,1675 Lower St,Halifax,NS,B3J 1S3,44.64761745,-63.57096994,museum
Macklin Branch Library,5001 Press Ave,Macklin,SK,S0L 2C0,52.3292432,-109.9405205,library or archives
International Balloon Festival of Saint-Jean-Sur-Richelieu,5 Ch De-L'A¨¦roport,Saint Jean sur Richelieu,QC,J3B 7B5,45.298751,-73.279892,festival site
Chali-Rosso Gallery,2250 Granville St,Vancouver,BC,V6H 4H7,49.2657529,-123.1384021,gallery
Phoenix Concert Theatre,410 Sherbourne St,Toronto,ON,M4X 1K2,43.66472494,-79.37419846,theatre/performance and concert hall
Civic Museum of Regina,1375 Broad Street,Regina,SK,S4R 7V1,50.4576881,-104.6060039,museum
Bibliotheque De Mercier,16 Rue Du-Parc,Mercier,QC,J6R 1E5,45.312998,-73.745673,library or archives
Mirror And District Museum,4910 53 Street,Lacombe County,AB,T0B 3C0,52.46342,-113.117876,museum
Rocky Mountain House Public Library,4922 52 Street,Innisfail,AB,T4T 1B1,52.0282738,-113.9487304,library or archives
Prince of Wales Branch,445 14Th Avenue,Regina,SK,S4N 6T5,50.4434822,-104.5867109,library or archives
Atlantic Reference Centre,1 Lower Road,Saint Andrews,NB,E5B 2L7,45.0841526,-67.0800807,museum
Biblio-Mobile ¨¤ La R¨¦sidence Havre Du Petit Village,177 Boulevard Lacombe,Repentigny,QC,,45.74437163,-73.48024511,library or archives
Le Carr¨¦ 150 - Espace Culturel De Victoriaville,150 Rue Notre-Dame E,Victoriaville,QC,G6P 3Z6,46.056904,-71.95565,theatre/performance and concert hall
Transcona Historical Museum,141 Regent Ave W,Winnipeg,MB,R2C 1R1,49.8982754,-97.0691087,museum
A2D2 Inc. - Aerial Dance Cirque Company,1095 Strathy Ave,Mississauga,ON,L5E 2K1,43.5802269,-79.56019352,theatre/performance and concert hall
Biblioth¨¨que La Detente (Sainte-Henedine),111 Principale,Sainte H¨¦n¨¦dine,QC,G0S 2R0,46.5575226,-70.9859849,library or archives
Bibliotheque De Saint-Charles,2333 Rue De-Mullins,Montr¨¦al,QC,H3K 3E3,45.4790485,-73.563753,library or archives
Bibliotheque De Lac-Des-Loups (La P¨ºche),275 Rue Pontbriand,La P¨ºche,QC,J0X 3K0,45.6852482,-76.2106469,library or archives
Shubenacadie Canal Commission,54 Locks Road,Halifax,NS,B2X 2W7,44.7019299,-63.55361751,heritage or historic site
Fashion Museum,74 Queen St E,Cambridge,ON,,43.43250873,-80.30816638,museum
Biblioth¨¨que De Notre-Dame-De-Montauban,555 Des-Loisirs Avenue,Notre Dame de Montauban,QC,G0X 1W0,46.8764456,-72.3084482,library or archives
Erland Lee Museum,552 Ridge Road,Hamilton,ON,L8J 2Y6,43.20678703,-79.72227699,museum
Woolen Mill,2 Cataraqui St,Kingston,ON,,44.24204111,-76.48042225,heritage or historic site
Site Historique T.E. Draper,11 Rue Du-Te-Draper,Angliers,QC,J0Z 1A0,47.551588,-79.234932,heritage or historic site
Points West Heritage Consulting Ltd,23531 8 Ave,Langley,BC,,49.01690996,-122.5728804,heritage or historic site
Union Gallery,101 Union St,Kingston,ON,,44.22817584,-76.49622606,gallery
Biblioth¨¨que Lucien-Lalonde,225 Rue Berri,Gatineau,QC,,45.442477,-75.735515,library or archives
Fine Arts Collection City of Moncton,655 Main Street,Moncton,NB,E1C 1E8,46.0887681,-64.7756057,gallery
Edmonton Folk Music Festival,9411 97 Avenue Nw,Edmonton,AB,,53.5313854,-113.4705227,festival site
Museum of Ontario Archaeology,1600 Attawandaron Road,London,ON,N6G 3M6,43.013942,-81.306228,museum
Gravenhurst Public Library,180 Sharpe Street West,Gravenhurst,ON,P1P 1J1,44.9177417,-79.3748254,library or archives
Harvey Community Library,2055 3 Route,Harvey,NB,E6K 1L1,45.7302971,-67.0034916,library or archives
John Fisher Memorial Museum,874 Kingston Route,Kingston,NB,E5N 1V3,45.3951606,-66.0684098,museum
Lillooet Museum,790 Main Street,Lillooet,BC,V0K 1V0,50.6913213,-121.9371392,museum
Vancouver Maritime Museum,1905 Ogden Av,Vancouver,BC,V6J 1A3,49.277465,-123.147587,museum
Bibliotheque Marie-Uguay,1300 Boul Don,Notre Dame de l'?le Perrot,QC,J7V 7P2,45.3774089,-73.9280369,library or archives
Greenboro,363 Lorry,Ottawa,ON,K1T 3P8,45.3634,-75.635399,library or archives
Circle Craft Co-Operative Shop & Gallery,1666 Johnston St,Vancouver,BC,V6H 3S2,49.272369,-123.135541,gallery
Anoush Gallery,75 Kensington Ave,Toronto,ON,M5T 2K2,43.65462299,-79.40049918,gallery
Beaverbrook,2500 Campeau,Ottawa,ON,K2K 2W3,45.322969,-75.894059,library or archives
Wil Aballe Art Projects,1356 Frances St,Vancouver,BC,V5L 1Y9,49.2794145,-123.0757838,museum
Cumberland Museum And Archives And Collections,2680 Dunsmuir Avenue,Cumberland,BC,V0R 1S0,49.6189493,-125.0315783,museum
Qu¨¦bec Anglophone Heritage Network,257 Queen Street,Sherbrooke,QC,J1M 1K7,45.3743626,-71.86139116,heritage or historic site
Salle Multi Et Studio D'Essai De M¨¦duse,591 Rue St-Vallier E,Qu¨¦bec,QC,G1K 3P9,46.813003,-71.2206,theatre/performance and concert hall
Rideau District Museum,29 Bedford Street,Westport,ON,K0G 1X0,44.67957265,-76.3981541,museum
Galerie Valentin,372 Laurier Ave O,Montr¨¦al,QC,H2V 2K7,45.51914,-73.596041,gallery
King Township Museum,2920 King Road,King,ON,L7B 1L6,43.92385745,-79.55108377,museum
Biblioth¨¨que De Saint-Georges-De-Windsor,527 Principale,Saint Georges de Windsor,QC,J0A 1J0,45.6987669,-71.84621,library or archives
"Burk's Falls, Armour & Ryerson Union",39 Copeland Street,Burk's Falls,ON,P0A 1C0,45.6189589,-79.4066687,library or archives
South Common Library,2233 Millway South,Mississauga,ON,L5L 3H7,43.54223581,-79.68474066,library or archives
Lynn Lake Mining Town Museum Inc.,470 Cobalt Place,Lynn Lake,MB,R0B 0W0,56.8525074,-101.0522882,museum
Kluane National Park And Reserve,119 Logan Junction,Haines Junction,YT,Y0B 1L0,60.7559935,-137.5176977,heritage or historic site
Festival Guitares En F¨ºte De L'Islet,35 Du-Quai Route,L'Islet,QC,G0R 2B0,47.133747,-70.369741,festival site
Vancouver Public Library,350 Georgia St W,Vancouver,BC,V6B 6B1,49.2804357,-123.1151119,library or archives
Biblioth¨¨que De Rivi¨¨re-Au-Renard (Gaspe),156 Boul Renard Est,Gasp¨¦,QC,G4X 5R5,48.97923,-64.3637442,library or archives
Biblioth¨¨que De Namur,331 Rue H?tel De Ville,Namur,QC,J0V 1N0,45.8953872,-74.9300058,library or archives
Heritage Property Maintenance,3907 3A St Ne,Calgary,AB,,51.08718758,-114.0541232,heritage or historic site
BC Sports Hall of Fame Museum,777 Pacific Blvd S,Vancouver,BC,V6B 4Y8,49.27619,-123.110438,museum
Gallery Merrick,13 Commercial Street,Nanaimo,BC,,49.1646401,-123.9369485,gallery
The Little Franciscans of Mary Museum And Heritage Space,61 Rue Ambroise Fafard,Baie Saint Paul,QC,G3Z 2J7,47.438558,-70.506658,museum
Designer Glass Studio,668 Chapel St,Ottawa,ON,K1N 7Z9,45.42126775,-75.673154,gallery
Anglican Diocese of Ottawa Archives,71 Bronson Ave,Ottawa,ON,K1R 6G6,45.41745,-75.70892257,museum
Catriona Jeffries Gallery,274 1St Av E,Vancouver,BC,V5T 1A6,49.2687198,-123.0980394,gallery
Grande Cache Municipal Library,10601 Shand Avenue,Grande Cache,AB,T0E 0Y0,53.8917874,-119.1084258,library or archives
Avenue Theatre,9030 118 Avenue Nw,Edmonton,AB,,53.57041923,-113.4804517,theatre/performance and concert hall
Gr¨¦vin Montr¨¦al Museum,705 Rue Ste-Catherine O,Montr¨¦al,QC,H3B 4G5,45.50336,-73.570951,museum
Biblioth¨¨que Le Bouquinier,103 Rue Leblanc,Saint Gabriel de Rimouski,QC,G0K 1M0,48.422003,-68.1751843,library or archives
Kawartha Settlers' Village,85 Dunn St,Kawartha Lakes,ON,K0M 1A0,44.5470824,-78.5457937,museum
Festival D'Humour De L'Abitibi-T¨¦miscamingue,90 Perreault Av,Val d'Or,QC,J9P 4P3,48.094534,-77.76518,festival site
Biblioth¨¨que Publique De La Dore,4450 Des-Peupliers,La Dor¨¦,QC,G8J 1E5,48.7075384,-72.6419116,library or archives
J.D. Sanderson Incorporated,437 Catherine Street,Ottawa,ON,K1R 5T7,45.406322,-75.70030234,heritage or historic site
Festival De La Chanson De Tadoussac,180 Rue De-L'¨¦glise,Tadoussac,QC,G0T 2A0,48.142865,-69.714488,festival site
Daly House Museum,122 18Th St,Brandon,MB,R7A 5A4,49.842194,-99.9618249,museum
Provincial Archives of Alberta,8555 Roper Road,Edmonton,AB,T6E 5W1,53.48700575,-113.4520119,library or archives
Allie Griffin Art Gallery,45 Bison Avenue North,Wellington No. 97,SK,S4H 2A1,50.032057,-103.7263745,gallery
Kinzo Laval (Galeries Laval),1545 Boul Le Corbusier,Laval,QC,H7S 2K6,45.563237,-73.728176,gallery
Les Impatients,100 Rue Sherbrooke Est,Montr¨¦al Est,QC,H2X 1C3,45.619238,-73.522252,gallery
Whitchurch-Stouffville Museum,14732 Woodbine Ave,Whitchurch Stouffville,ON,L0H 1G0,44.003114,-79.393096,museum
Rose Theatre,1 Theatre Lane,Brampton,ON,,43.68719328,-79.76008089,theatre/performance and concert hall
Bridlewood,2900 Warden Ave,Toronto,ON,M1W 2S8,43.79714444,-79.31777037,library or archives
Cataraqui Cemetery (Historic Site),927 Purdy'S Rd,Kingston,ON,,44.26006874,-76.54150013,heritage or historic site
Pembina Hills Arts Council,352 Stephen Street,Morden,MB,R6M 1T5,49.1897931,-98.110875,gallery
114 Alma St.,114 Alma St,Moncton,NB,,46.09186844,-64.77860387,heritage or historic site
Regent Theatre,551 Mount Rd,Toronto,ON,M4S 2M5,43.70301516,-79.38757371,theatre/performance and concert hall
Biblioth¨¨que De Salaberry,4170 Rue De-Salaberry,Montr¨¦al,QC,H4J 1H1,45.5347082,-73.703999,library or archives
Wynyard Branch Library,431 Bosworth St,Wynyard,SK,S0A 4T0,51.7663211,-104.185661,library or archives
Biblioth¨¨que De Natashquan,29 Chemin D'En,Natashquan,QC,G0G 2E0,50.1847727,-61.8166283,library or archives
Oakville Galleries,120 Navy St,Oakville,ON,,43.44411048,-79.67102786,gallery
Marine Museum of the Great Lakes,53 Yonge St,Kingston,ON,,44.21866851,-76.51761362,museum
Port Colborne Historical And Marine Museum,280 King St,Port Colborne,ON,,42.88762817,-79.25186922,museum
York Event Theatre,101 Eglinton Ave E,Toronto,ON,M4P 1H4,43.70724478,-79.39470096,theatre/performance and concert hall
Alexander Doyle Public Library,11156 Highway Rte,"Inverness, Subd. B",NS,B0E 1X0,46.062245,-61.408879,library or archives
¨¦comus¨¦e De La Mi-Car¨ºme,2 Ch Ernest,Les ?les de la Madeleine,QC,G4T 2W5,47.403476,-61.899131,museum
Centre D'Interpr¨¦tation De L'Eau,12 Rue Hotte,Laval,QC,H7L 2R3,45.616541,-73.786653,art or cultural centre
Dundas Valley School of Art,21 Ogilvie Street,Hamilton,ON,L9H 2S1,43.2647714,-79.9545521,gallery
Sir George-¨¦tienne Cartier National Historic Site,458 Rue Notre-Dame E,Montr¨¦al,QC,H2Y 1C8,45.511169,-73.551701,heritage or historic site
"L'?lot Des Palais, Historic And Archaeological Site",8 Rue Valli¨¨re,Qu¨¦bec,QC,G1K 6S9,46.81571,-71.214845,heritage or historic site
